group,grand_tot_interests,interest1,interest2,interest3,interest4,interest5,interest6,interest7,interest8,interest9,interest10,interest11,interest12,interest13,interest14,interest15,interest16,interest17,interest18,interest19,interest20,interest21,interest22,interest23,interest24,interest25,interest26,interest27,interest28,interest29,interest30,interest31,interest32,interest33,interest34,interest35,interest36,interest37,interest38,interest39,interest40,interest41,interest42,interest43,interest44,interest45,interest46,interest47,interest48,interest49,interest50,interest51,interest52,interest53,interest54,interest55,interest56,interest57,interest58,interest59,interest60,interest61,interest62,interest63,interest64,interest65,interest66,interest67,interest68,interest69,interest70,interest71,interest72,interest73,interest74,interest75,interest76,interest77,interest78,interest79,interest80,interest81,interest82,interest83,interest84,interest85,interest86,interest87,interest88,interest89,interest90,interest91,interest92,interest93,interest94,interest95,interest96,interest97,interest98,interest99,interest100,interest101,interest102,interest103,interest104,interest105,interest106,interest107,interest108,interest109,interest110,interest111,interest112,interest113,interest114,interest115,interest116,interest117,interest118,interest119,interest120,interest121,interest122,interest123,interest124,interest125,interest126,interest127,interest128,interest129,interest130,interest131,interest132,interest133,interest134,interest135,interest136,interest137,interest138,interest139,interest140,interest141,interest142,interest143,interest144,interest145,interest146,interest147,interest148,interest149,interest150,interest151,interest152,interest153,interest154,interest155,interest156,interest157,interest158,interest159,interest160,interest161,interest162,interest163,interest164,interest165,interest166,interest167,interest168,interest169,interest170,interest171,interest172,interest173,interest174,interest175,interest176,interest177,interest178,interest179,interest180,interest181,interest182,interest183,interest184,interest185,interest186,interest187,interest188,interest189,interest190,interest191,interest192,interest193,interest194,interest195,interest196,interest197,interest198,interest199,interest200,interest201,interest202,interest203,interest204,interest205,interest206,interest207,interest208,interest209,interest210,interest211,interest212,interest213,interest214,interest215,interest216,interest217
P,53,,,,,,1,,,,,,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,1,,,1,1,1,,1,1,1,1,1,1,,,,1,1,,,,,,,1,1,1,,,1,1,,,,,1,1,,1,,,,,1,,,,,,,1,,,,,1,1,,,,,,,1,1,,,,,,1,,,1,,,,,1,,,,,1,,1,,,,,,,,,1,,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,
P,37,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,1,,,,,,,,1,1,1,,1,,1,1,1,,,,,,1,,,,,,,1,,1,,,1,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,
P,27,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,1,1,,1,1,,,,,,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1
P,30,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,1,,1,1,1,1,,1,,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,
P,18,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,
P,18,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,60,,,,,,1,,,,,1,1,,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,1,,1,1,1,1,,1,,,,1,1,1,,,,,,1,,1,,,1,1,,,1,,,1,,1,,,,,1,,,,,,,1,,,,,1,1,,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,1,,1,,,1,,1,,,,1,,,,,,1,,,1,,,1,,1,1,1,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,,,,1,1,
P,30,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,1,,,,1,,,,,,,,,,,,,1,,1,,,1,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,
P,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,1,,1,,1,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
P,33,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,,,,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,1,1,
P,34,,,,,,1,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,1,1,1,1,,1,,,,,,,,,,,,1,,1,,,1,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,
P,17,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
P,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,1,1,1,1,1,1,1,1,,1,,,,1,1,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,1,
P,50,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,1,1,,1,,,,1,1,1,1,1,1,1,1,1,,,,1,1,,,1,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,1,,,1,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,,1,1,
P,43,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,,1,1,1,1,1,1,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,1,,1,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,
P,22,,,,,,1,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,39,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,1,,,1,,,,,,,1,,,,,,,1,,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,1,1,1
P,25,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,1,1,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
P,45,,,,,,1,,,,,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,1,,1,,,,,1,,,,,1,,,,,,1,1,,1,,1,1,1,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,1,1,,,,,1,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,
P,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,42,,,,,,1,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,1,1,1,,1,,1,1,,1,,,,,1,,,,,,,1,1,1,,,1,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,1,,,,,,,,,1,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
P,17,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
P,38,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,,,1,,1,,,1,1,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,
P,45,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,,,1,,1,1,,1,1,,,,1,1,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,1,,,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,1,,,,,1,1,
P,44,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,1,1,,1,,,1,1,,,,,,,,,,,,,1,,1,1,1,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,1,,1,,,,,1,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,,1,1,1,,,1,1,
P,23,1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,1,,1,,,,,,,1,,,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
P,48,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,,,1,1,1,1,,1,,,,1,,1,,,1,,,,,1,,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,1,,1,,,,,1,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,1,1,
P,58,,,,,,1,,,,,,1,,,1,1,,,,,1,,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,,,,,1,,,,,1,1,1,,1,,1,1,,1,,,,,1,,,,,,,1,1,1,1,,1,1,,,,,1,1,,1,,,,,1,,,,,,,1,,,,,1,1,,1,,,,,1,1,1,,,,,1,,,1,,,1,,,,,,,1,,1,,,,,,,,1,1,,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,1,,,,1,1,1
P,33,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,1,,1,,,,,1,,,,,1,,,,,,,1,,1,,,1,1,,,,1,1,1,,,,,,,1,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,
P,22,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
P,28,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,1,,1,,1,,,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,
P,31,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,1,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,
P,38,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,1,1,,1,,,1,,1,,,,,1,,,,,,,1,,1,,,1,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,
P,59,1,,,,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,,,,1,1,,1,1,,1,1,1,,1,1,1,1,1,1,,,,,1,,,,,,,1,1,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,1,,,,,1,1,1,,,,,1,,,1,,,,,,,,,,1,,1,,,1,,1,,,1,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,1,1,
P,59,,,,,1,1,,1,,,,1,,1,1,1,1,,,,1,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,1,,1,,1,,1,,,1,1,1,,1,,,1,,1,,,,,1,,,,,,,1,1,1,1,,1,1,,,,,1,1,,1,,,,,1,,,,,,,1,,,,,1,1,,,,,,,,,1,1,,,,1,,,1,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,1,1,
P,52,,,,,,1,,,,,,1,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,1,,1,1,1,1,,1,,,,,1,1,,,,,,1,,1,,,1,1,,,,,,1,1,1,,,,,1,,,1,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,,1,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,,1,1,
P,52,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,1,,,1,1,,1,,,1,1,1,,1,1,1,1,1,1,,,,1,1,,,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,,,,1,,,1,,,,,,,,,,1,,1,,,1,,1,,,1,,1,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1
P,66,,,,,,1,,,,,,1,,1,1,1,,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,1,,,,1,,,,,1,1,1,,1,1,1,1,,1,,,,1,1,,,,,,1,1,1,1,1,1,1,1,,,1,,1,1,,1,,,,,1,,,,,,,1,,,,,1,1,,1,,,,,1,,1,,,,,1,,,1,,,,,,,,1,,1,,1,,,1,,,,,,1,1,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,1,,,,,,1,,1,,,,,,,,1,1,,,,1,1,
P,45,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,,,1,1,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,,1,,,,,,,,,,1,,1,,,1,,1,,,,,1,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,,,1,1,,,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,
P,41,,,,,,1,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,1,1,,1,,1,1,,1,,,,,1,,,1,,,,1,,1,,,1,1,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,1,
P,48,,,,,,1,,,,,,1,,1,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,1,,,1,,1,,,1,,,,,1,1,1,,1,,1,1,,1,,,,,1,,,,,,,1,,1,1,1,1,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,1,1,
P,33,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,1,,,,,,,,,,1,,,,,,,1,,1,1,,1,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,
P,43,,,,,,1,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,,,,1,1,1,,1,,,1,,1,,,,,1,,,,,,,1,,1,,,1,1,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,1,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,1,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,
P,41,,,,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,1,1,,1,,1,1,,1,,,,,1,,,,,,1,1,,1,1,1,1,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,
P,42,,,,,,1,,,1,,,1,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,1,,1,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,,
P,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,1,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,1,,1,,,1,,1,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
P,48,,,,,,1,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,1,,1,,,1,1,1,,1,,,1,,1,,,,,1,,,,,,1,1,,1,1,1,1,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,,,1,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,1,,,1,1,
P,18,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,
